,gold,tower,kill,blue_result,red_result
0,0.00013096358515238214,0.00016942834875131307,0.00016049545892260342,1,0
1,0.00012046854382349604,0.00013554267900105045,0.0001038500028322728,0,1
2,0.00014670719101296103,0.0002710853580021009,0.00021714091501293404,1,0
3,0.00012236838221802286,8.471417437565654e-05,0.0001038500028322728,0,1
4,0.00012582775828366127,0.00015248551387618176,0.00021714091501293404,1,0
5,6.47677873773689e-05,1.6942834875131306e-05,4.7204546741942184e-05,0,1
6,0.00014382194193467965,0.00018637118362644438,0.00024546364305809936,1,0
7,0.0001608620309194356,0.0002033140185015757,0.00026434546175487623,1,0
8,0.00012440809882401487,0.00011859984412591916,8.496818413549593e-05,0,1
9,0.00012043514007150436,0.0002033140185015757,0.00016049545892260342,1,0
10,0.00016633815851157174,0.0002033140185015757,5.664545609033062e-05,1,0
11,0.00014800367413713813,0.00015248551387618176,0.00016049545892260342,1,0
12,0.0001418928752571601,0.0002033140185015757,0.000151054549574215,1,0
13,8.530065617975498e-05,5.082850462539392e-05,4.7204546741942184e-05,0,1
14,0.00011437235908501436,0.0002033140185015757,0.00013217273087743811,1,0
15,0.0001239320953581334,0.00018637118362644438,0.000151054549574215,1,0
16,0.00010594208717611401,8.471417437565654e-05,2.832272804516531e-05,0,1
17,0.00012860862063696868,0.00018637118362644438,0.00013217273087743811,1,0
18,0.0001337381843021911,0.00015248551387618176,0.00019825909631615717,1,0
19,0.0001269968896033701,8.471417437565654e-05,0.000151054549574215,0,1
20,0.00014959035235674294,0.00010165700925078785,0.00012273182152904968,0,1
21,0.000120472719292495,0.00016942834875131307,0.00016993636827099186,1,0
22,0.00010483976336038856,0.00010165700925078785,6.608636543871906e-05,0,1
23,0.00015020832176858905,0.0002033140185015757,0.0001038500028322728,1,0
24,9.239686574348759e-05,5.082850462539392e-05,0.0001038500028322728,0,1
25,0.00010625524735103602,0.00018637118362644438,6.608636543871906e-05,1,0
26,0.0001353791436187824,0.0002541425231269696,0.00016049545892260342,1,0
27,0.00012201346735311126,0.00010165700925078785,8.496818413549593e-05,0,1
28,0.000117858875699146,0.0002033140185015757,0.0001793772776193803,1,0
29,0.0001149130823203797,0.00018637118362644438,0.0001793772776193803,1,0
30,0.00013280079151192458,8.471417437565654e-05,8.496818413549593e-05,0,1
31,0.00015289732380391932,0.00015248551387618176,0.00029266818980004157,1,0
32,6.636281653497165e-05,3.388566975026261e-05,1.8881818696776873e-05,0,1
33,9.356390932869692e-05,5.082850462539392e-05,3.776363739355375e-05,0,1
34,0.0001357048302007013,6.777133950052523e-05,0.00016993636827099186,0,1
35,0.00013230391070104833,0.00016942834875131307,0.00016049545892260342,1,0
36,0.00015053818381950687,0.0002033140185015757,0.00023602273370971092,1,0
37,0.0001495131061802622,0.00011859984412591916,0.000151054549574215,0,1
38,0.00018117777533387577,0.0002880281928772322,0.00023602273370971092,1,0
39,0.00014182606775317672,0.00016942834875131307,0.00026434546175487623,1,0
40,0.00012227860963454524,0.00010165700925078785,7.55272747871075e-05,0,1
41,0.00014660489202248652,0.00013554267900105045,0.00013217273087743811,0,1
42,0.00013544386338826627,0.00018637118362644438,0.00014161364022582655,1,0
43,9.468293502041823e-05,5.082850462539392e-05,5.664545609033062e-05,0,1
44,8.52359364102711e-05,0.00013554267900105045,0.0001038500028322728,1,0
45,0.00014679278812743972,0.00018637118362644438,0.000151054549574215,1,0
46,0.00018899007783093003,0.0002033140185015757,0.00022658182436132248,1,0
47,0.0001466904891369652,0.00011859984412591916,0.00012273182152904968,0,1
48,9.406079013957317e-05,6.777133950052523e-05,9.440909348388437e-05,0,1
49,0.00010866031749443701,0.00018637118362644438,0.00014161364022582655,1,0
50,9.407957975006849e-05,6.777133950052523e-05,3.776363739355375e-05,0,1
51,0.00016232135733457216,0.00015248551387618176,0.0001793772776193803,1,0
52,0.00011137019687476208,0.00018637118362644438,0.00013217273087743811,1,0
53,0.00013063581083596379,0.00018637118362644438,0.00019825909631615717,1,0
54,0.00011293808548387159,0.0002033140185015757,0.000151054549574215,1,0
55,0.00011929523703478827,0.0002033140185015757,0.000151054549574215,1,0
56,0.00011280655821040434,0.0002033140185015757,0.00016049545892260342,1,0
57,0.0001445568244784966,0.00015248551387618176,0.0002077000056645456,1,0
58,0.00018052013896653957,0.00015248551387618176,0.000151054549574215,0,1
59,0.00013928738260180902,0.00018637118362644438,0.00018881818696776873,1,0
60,0.0001605509584790131,0.00016942834875131307,0.00019825909631615717,1,0
61,9.91799151322982e-05,5.082850462539392e-05,4.7204546741942184e-05,0,1
62,0.00015578674835119968,0.00013554267900105045,0.00019825909631615717,0,1
63,0.00014808509578261784,0.00015248551387618176,0.00018881818696776873,1,0
64,0.00014289707555140997,6.777133950052523e-05,8.496818413549593e-05,0,1
65,0.00015832125803356842,0.0002033140185015757,0.00016993636827099186,1,0
66,0.0001365399240004933,0.00016942834875131307,0.00016993636827099186,1,0
67,8.043205932696755e-05,3.388566975026261e-05,3.776363739355375e-05,0,1
68,0.00016624003499009617,0.0002033140185015757,0.00019825909631615717,1,0
69,0.00011339112387025875,0.0002033140185015757,0.00011329091218066124,1,0
70,8.974961839814691e-05,6.777133950052523e-05,9.440909348388437e-05,0,1
71,9.097511854934169e-05,5.082850462539392e-05,3.776363739355375e-05,0,1
72,0.0001189779013908673,8.471417437565654e-05,0.0001038500028322728,0,1
73,0.0001262306910420609,0.00015248551387618176,0.00013217273087743811,1,0
74,0.00013881764233942602,8.471417437565654e-05,0.00013217273087743811,0,1
75,0.00011231802833752602,5.082850462539392e-05,3.776363739355375e-05,0,1
76,0.0001460641687871212,0.00018637118362644438,0.00014161364022582655,1,0
77,0.00016377442054621026,0.00015248551387618176,0.00021714091501293404,1,0
78,0.00014781369029768544,0.00016942834875131307,0.00016049545892260342,1,0
79,0.00010368107071317713,3.388566975026261e-05,7.55272747871075e-05,0,1
80,0.00014208077136211328,0.00011859984412591916,0.00012273182152904968,0,1
81,0.00010097119133285206,8.471417437565654e-05,0.0001038500028322728,0,1
82,0.00012298426389536948,0.00015248551387618176,0.00021714091501293404,1,0
83,9.565790703167539e-05,5.082850462539392e-05,5.664545609033062e-05,0,1
84,0.0001226063839509636,6.777133950052523e-05,5.664545609033062e-05,0,1
85,0.00012761277128071669,0.0002033140185015757,0.00019825909631615717,1,0
86,0.00013983228130617331,0.00016942834875131307,0.00014161364022582655,1,0
87,9.091457424885678e-05,3.388566975026261e-05,6.608636543871906e-05,0,1
88,0.00012482982119290984,0.00018637118362644438,0.0002077000056645456,1,0
89,0.00010107140258882711,5.082850462539392e-05,0.0001038500028322728,0,1
90,0.00014714770299235132,8.471417437565654e-05,0.00016049545892260342,0,1
91,9.628005191252045e-05,0.00015248551387618176,0.00012273182152904968,1,0
92,0.00014370502880270875,0.00015248551387618176,0.000151054549574215,1,0
93,0.0001341786962815814,6.777133950052523e-05,0.0001038500028322728,0,1
94,0.00011324707018979463,0.00018637118362644438,0.00016049545892260342,1,0
95,9.446789836697177e-05,5.082850462539392e-05,8.496818413549593e-05,0,1
96,0.00014634810067905047,0.00011859984412591916,0.0002077000056645456,0,1
97,0.00014964672118822892,0.0002033140185015757,0.00021714091501293404,1,0
98,0.00013043121285501473,0.0002033140185015757,0.00016049545892260342,1,0
99,0.00013276112455643446,0.00011859984412591916,0.00014161364022582655,0,1
100,0.00011937874641476747,0.00015248551387618176,0.0001793772776193803,1,0
101,0.00012915351934133295,8.471417437565654e-05,0.00011329091218066124,0,1
102,8.36889251461564e-05,3.388566975026261e-05,5.664545609033062e-05,0,1
103,0.0001026914845604236,6.777133950052523e-05,6.608636543871906e-05,0,1
104,0.00014569255204621373,0.0002033140185015757,0.00016993636827099186,1,0
105,0.00010429277692152479,8.471417437565654e-05,5.664545609033062e-05,0,1
106,0.00017191032189068392,0.0002033140185015757,0.0001793772776193803,1,0
107,0.00010810915558657428,6.777133950052523e-05,8.496818413549593e-05,0,1
108,9.463909259592913e-05,5.082850462539392e-05,3.776363739355375e-05,0,1
109,0.00012347070603374832,0.00011859984412591916,7.55272747871075e-05,0,1
110,0.00014989516159366704,8.471417437565654e-05,0.000151054549574215,0,1
111,0.0001274561911932557,6.777133950052523e-05,0.00011329091218066124,0,1
112,0.00011721585347330616,8.471417437565654e-05,0.00011329091218066124,0,1
113,0.00015018744442359423,0.00013554267900105045,0.00016049545892260342,0,1
114,0.00014179475173568452,0.00018637118362644438,0.00022658182436132248,1,0
115,0.00010790455760562524,0.0002033140185015757,0.0001793772776193803,1,0
116,8.959930151418435e-05,5.082850462539392e-05,9.440909348388437e-05,0,1
117,0.00010975220263766506,0.00016942834875131307,0.0002077000056645456,1,0
118,0.00017644696895805404,0.00018637118362644438,0.0002549045524064878,1,0
119,0.00010742229093624535,8.471417437565654e-05,0.0001038500028322728,0,1
120,0.00010280630995789501,8.471417437565654e-05,4.7204546741942184e-05,0,1
121,0.00017422561945060728,0.00018637118362644438,0.00018881818696776873,1,0
122,0.00013723722732331963,0.00015248551387618176,0.0002077000056645456,1,0
123,0.00011689434236038624,0.00010165700925078785,0.00013217273087743811,0,1
124,0.00012925999380080644,8.471417437565654e-05,0.0001038500028322728,0,1
125,0.00011661249820295643,0.00015248551387618176,0.00022658182436132248,1,0
126,0.00011087331606388583,0.00018637118362644438,0.00011329091218066124,1,0
127,0.0001720898670576392,0.0002033140185015757,0.00023602273370971092,1,0
128,0.00015875759454395976,0.00011859984412591916,0.00018881818696776873,0,1
129,0.00017134245810682537,0.0002033140185015757,0.00023602273370971092,1,0
130,0.00011531601507877934,0.00010165700925078785,0.0001793772776193803,0,1
131,0.00017164726734374944,0.00016942834875131307,0.00014161364022582655,0,1
132,0.0001468595956314231,0.00010165700925078785,0.00019825909631615717,0,1
133,0.0001292412041903111,0.00016942834875131307,0.00019825909631615717,1,0
134,0.00014209747323810912,0.00018637118362644438,0.00014161364022582655,1,0
135,0.00013371313148819735,0.00015248551387618176,0.00019825909631615717,1,0
136,0.00010411531948906899,0.00015248551387618176,0.00016993636827099186,1,0
137,0.00016016890306560824,0.0002033140185015757,0.00012273182152904968,1,0
138,0.00010772918790766892,0.00016942834875131307,0.00023602273370971092,1,0
139,0.00013816626917558824,0.0002033140185015757,0.00018881818696776873,1,0
140,0.00012053743906197889,0.00016942834875131307,0.00016049545892260342,1,0
141,0.0001717370399272271,0.00013554267900105045,0.00023602273370971092,1,0
142,0.00012470873259193998,0.00016942834875131307,0.000151054549574215,1,0
143,0.00016150505314527547,6.777133950052523e-05,0.00011329091218066124,0,1
144,0.00013604721865861601,0.00011859984412591916,0.00013217273087743811,0,1
145,8.331104520175051e-05,6.777133950052523e-05,3.776363739355375e-05,0,1
146,0.00012753552510423594,0.00015248551387618176,0.00016049545892260342,1,0
147,0.0001509640816574008,0.0002033140185015757,0.00024546364305809936,1,0
148,0.00012117211034982082,0.00016942834875131307,0.00012273182152904968,0,1
149,0.00011742253918875468,3.388566975026261e-05,3.776363739355375e-05,0,1
150,7.98307917911173e-05,1.6942834875131306e-05,2.832272804516531e-05,0,1
151,0.0001348885260114046,0.0002033140185015757,0.000151054549574215,1,0
152,0.0001659018220011804,0.0002033140185015757,0.00018881818696776873,1,0
153,7.917941862727954e-05,5.082850462539392e-05,1.8881818696776873e-05,0,1
154,0.00014548586633076523,0.0002033140185015757,0.00018881818696776873,1,0
155,0.00012935185411878356,0.00016942834875131307,0.00013217273087743811,1,0
156,0.00013286968675040741,0.00018637118362644438,0.00023602273370971092,1,0
157,0.00010415916191355807,5.082850462539392e-05,5.664545609033062e-05,0,1
158,9.377059504414545e-05,0.00016942834875131307,0.0001793772776193803,1,0
159,0.00013509103625785417,0.00010165700925078785,0.00012273182152904968,0,1
160,0.00013682803136142154,0.00013554267900105045,0.00016993636827099186,1,0
161,0.00015230231947156752,0.0002033140185015757,0.0002077000056645456,1,0
162,0.0001137523019386688,0.00016942834875131307,0.00019825909631615717,1,0
163,0.00014040223282453136,0.00018637118362644438,0.00013217273087743811,1,0
164,0.00012153120068373138,0.00013554267900105045,8.496818413549593e-05,1,0
165,0.00017602315885465957,0.00015248551387618176,0.00014161364022582655,0,1
166,0.00015923777347884015,0.00015248551387618176,0.00012273182152904968,0,1
167,0.00010333659452076293,0.0002033140185015757,0.00016993636827099186,1,0
168,0.00017745325698680342,0.00011859984412591916,0.0002077000056645456,0,1
169,9.3607751753186e-05,5.082850462539392e-05,1.8881818696776873e-05,0,1
170,0.00012166899116069706,8.471417437565654e-05,0.00016049545892260342,0,1
171,0.0001555216060697657,0.00010165700925078785,0.00013217273087743811,0,1
172,0.00012332038914978575,8.471417437565654e-05,6.608636543871906e-05,0,1
173,8.041118198197274e-05,3.388566975026261e-05,9.440909348388437e-05,0,1
174,0.00010558299684220345,8.471417437565654e-05,8.496818413549593e-05,0,1
175,0.00018277697996047748,0.00013554267900105045,8.496818413549593e-05,0,1
176,0.00013438120652803094,0.00016942834875131307,0.00021714091501293404,1,0
177,9.492928769135686e-05,6.777133950052523e-05,7.55272747871075e-05,0,1
178,0.00010317166349530402,0.00015248551387618176,0.0002077000056645456,1,0
179,9.694603921785457e-05,6.777133950052523e-05,5.664545609033062e-05,0,1
180,9.150122764321065e-05,5.082850462539392e-05,6.608636543871906e-05,0,1
181,0.00019052665042254734,0.0002033140185015757,0.0002549045524064878,1,0
182,9.501697254033502e-05,6.777133950052523e-05,2.832272804516531e-05,0,1
183,0.00011369802084168231,0.00016942834875131307,0.00022658182436132248,1,0
184,0.0001302245271395662,0.00018637118362644438,0.00019825909631615717,1,0
185,0.00012744784025525778,0.00011859984412591916,0.00012273182152904968,0,1
186,0.00012472125899893685,0.00018637118362644438,0.00021714091501293404,1,0
187,9.3294591578264e-05,6.777133950052523e-05,4.7204546741942184e-05,0,1
188,0.00010548904878972685,0.00016942834875131307,0.00021714091501293404,1,0
189,0.00015637757721455252,0.00018637118362644438,0.00019825909631615717,1,0
190,9.977491946465e-05,8.471417437565654e-05,5.664545609033062e-05,0,1
191,7.800611183857175e-05,5.082850462539392e-05,8.496818413549593e-05,0,1
192,0.0001304750552795038,0.00010165700925078785,7.55272747871075e-05,0,1
193,0.00012639770980201931,0.00016942834875131307,0.0002077000056645456,1,0
194,0.00014661115522598495,0.00018637118362644438,0.00012273182152904968,1,0
195,0.00012394879723412924,8.471417437565654e-05,8.496818413549593e-05,0,1
196,0.00012052073718598304,0.00015248551387618176,0.0001793772776193803,1,0
197,0.00011399030367160952,8.471417437565654e-05,4.7204546741942184e-05,0,1
198,0.00012227443416554628,5.082850462539392e-05,9.440909348388437e-05,0,1
199,8.487475834186106e-05,3.388566975026261e-05,9.440909348388437e-05,0,1
200,8.497705733233557e-05,3.388566975026261e-05,7.55272747871075e-05,0,1
201,0.0001347194195169467,0.00018637118362644438,0.0001793772776193803,1,0
202,0.00013586767349166073,0.00015248551387618176,0.00016993636827099186,1,0
203,0.00012111156604933589,5.082850462539392e-05,7.55272747871075e-05,0,1
204,0.00011018436367905742,0.00016942834875131307,0.00016993636827099186,1,0
205,0.00011158940899720749,6.777133950052523e-05,3.776363739355375e-05,0,1
206,9.872478901141156e-05,0.00010165700925078785,4.7204546741942184e-05,0,1
207,0.0001254582292772533,0.00011859984412591916,7.55272747871075e-05,0,1
208,0.0001291055014478449,0.00016942834875131307,0.00019825909631615717,1,0
209,9.85431561099568e-05,6.777133950052523e-05,7.55272747871075e-05,0,1
210,0.00013700757652837682,0.00015248551387618176,0.0001038500028322728,1,0
211,0.0001127272242994241,5.082850462539392e-05,9.440909348388437e-05,0,1
212,0.00013725392919931547,0.00015248551387618176,0.000151054549574215,1,0
213,0.00011743506559575156,6.777133950052523e-05,5.664545609033062e-05,0,1
214,0.00016051755472702142,0.0002033140185015757,0.00018881818696776873,1,0
215,0.00011780668233665901,0.0002033140185015757,0.0001793772776193803,1,0
216,8.553448244369674e-05,8.471417437565654e-05,2.832272804516531e-05,0,1
217,0.0001553337099648125,0.00018637118362644438,0.00016993636827099186,1,0
218,0.0001224477161290031,6.777133950052523e-05,0.00012273182152904968,0,1
219,0.00010193363693711236,0.0002033140185015757,0.0002077000056645456,1,0
220,0.00016166580870173542,0.00010165700925078785,0.00011329091218066124,0,1
221,0.0001858793534267048,0.00018637118362644438,0.000151054549574215,1,0
222,0.0001479535685091506,0.0002033140185015757,0.00019825909631615717,1,0
223,0.00013320163653582473,0.00018637118362644438,0.00013217273087743811,1,0
224,0.000126483306916498,0.00015248551387618176,8.496818413549593e-05,1,0
225,0.0001374397375697692,0.0002033140185015757,0.00018881818696776873,1,0
226,0.00010734295702526511,0.00016942834875131307,5.664545609033062e-05,1,0
227,0.00011757285607271725,6.777133950052523e-05,0.00014161364022582655,0,1
228,0.00013937506745078718,0.0002033140185015757,0.00016993636827099186,1,0
229,9.92634245122774e-05,6.777133950052523e-05,0.000151054549574215,0,1
230,0.0001267150454459403,0.00015248551387618176,0.00024546364305809936,1,0
231,0.00011194641159661857,0.00011859984412591916,7.55272747871075e-05,0,1
232,0.00012459808266346753,0.00010165700925078785,7.55272747871075e-05,0,1
233,0.00012226817096204782,0.00015248551387618176,0.00016049545892260342,1,0
234,0.000128366443435029,0.00015248551387618176,0.000151054549574215,1,0
235,0.00011938500961826591,0.00018637118362644438,0.0002077000056645456,1,0
236,0.00012409702638359232,0.0002033140185015757,0.00016049545892260342,1,0
237,9.95974620321942e-05,6.777133950052523e-05,7.55272747871075e-05,0,1
238,9.470172463091354e-05,5.082850462539392e-05,0.00016993636827099186,0,1
239,0.00013630192226755258,0.00018637118362644438,0.00024546364305809936,1,0
240,0.00012008857614459067,0.00013554267900105045,9.440909348388437e-05,0,1
241,9.6691335608918e-05,8.471417437565654e-05,2.832272804516531e-05,0,1
242,8.761386600517885e-05,6.777133950052523e-05,5.664545609033062e-05,0,1
243,0.0001702818889810895,0.00011859984412591916,9.440909348388437e-05,0,1
244,0.00015216452899460183,0.0002033140185015757,0.00018881818696776873,1,0
245,0.00016073050364596837,0.00010165700925078785,0.00013217273087743811,0,1
246,8.096860709333391e-05,5.082850462539392e-05,7.55272747871075e-05,0,1
247,0.00013747731679075983,8.471417437565654e-05,0.00016049545892260342,0,1
248,0.0002374651851743568,0.00018637118362644438,0.0001793772776193803,1,0
249,0.0001311034633638473,0.00016942834875131307,0.00014161364022582655,1,0
250,0.00011710311581033424,6.777133950052523e-05,6.608636543871906e-05,0,1
251,0.00012624321744905781,0.00016942834875131307,0.0002077000056645456,1,0
252,0.000157736692373714,0.00013554267900105045,0.00012273182152904968,1,0
253,8.924229891477327e-05,5.082850462539392e-05,4.7204546741942184e-05,0,1
254,8.237365241148397e-05,0.0002033140185015757,0.00016049545892260342,1,0
255,0.0001391099251693532,0.00016942834875131307,0.000151054549574215,1,0
256,0.0001400953358531078,0.00011859984412591916,0.00013217273087743811,0,1
257,0.00010175826723915604,5.082850462539392e-05,7.55272747871075e-05,0,1
258,0.00017161803906075673,0.00016942834875131307,0.00014161364022582655,1,0
259,0.00011453937784497277,0.00018637118362644438,0.000151054549574215,1,0
260,0.00010845989498248692,8.471417437565654e-05,5.664545609033062e-05,0,1
261,0.00010176870591165344,3.388566975026261e-05,8.496818413549593e-05,0,1
262,0.0001684217175420528,0.00016942834875131307,0.00014161364022582655,0,1
263,0.0001470224389223825,0.00010165700925078785,0.00013217273087743811,0,1
264,9.709844383631661e-05,0.00013554267900105045,0.00012273182152904968,1,0
265,0.00010067890850292485,0.00013554267900105045,5.664545609033062e-05,0,1
266,0.00014103064090887485,0.00016942834875131307,0.00019825909631615717,1,0
267,0.00012504485784635628,0.00018637118362644438,7.55272747871075e-05,1,0
268,0.00012080466907791233,0.00018637118362644438,0.00016049545892260342,1,0
269,0.00012089026619239101,0.00015248551387618176,0.00013217273087743811,1,0
270,0.00011827433486454253,0.00016942834875131307,0.00018881818696776873,1,0
271,0.00010152861644421323,6.777133950052523e-05,9.440909348388437e-05,0,1
272,5.3896953838576395e-05,3.388566975026261e-05,1.8881818696776873e-05,0,1
273,0.0001600164984471462,0.00016942834875131307,0.00014161364022582655,1,0
274,0.00012469203071594414,0.0002033140185015757,0.0001793772776193803,1,0
275,8.127132859575853e-05,0.00016942834875131307,0.00013217273087743811,1,0
276,0.00010642644157999338,8.471417437565654e-05,8.496818413549593e-05,0,1
277,0.0001391934345493324,0.00016942834875131307,0.00011329091218066124,1,0
278,0.00015966993452023253,0.00016942834875131307,0.00019825909631615717,1,0
279,0.00011718036198681501,0.00016942834875131307,0.00014161364022582655,1,0
280,0.00011764383904569956,0.0002033140185015757,0.00014161364022582655,1,0
281,0.0001502020585650906,0.00013554267900105045,0.0001793772776193803,0,1
282,7.13211859712367e-05,5.082850462539392e-05,3.776363739355375e-05,0,1
283,0.00015977432124520652,0.00015248551387618176,0.0001793772776193803,1,0
284,0.0001192409559378018,0.0002033140185015757,0.00012273182152904968,1,0
285,0.0001470266143913815,0.00011859984412591916,8.496818413549593e-05,0,1
286,0.00011705718565134568,0.00016942834875131307,0.000151054549574215,1,0
287,9.590008423361508e-05,8.471417437565654e-05,6.608636543871906e-05,0,1
288,0.00011554149040472317,0.00018637118362644438,0.000151054549574215,1,0
289,0.0001259008289911431,0.0002033140185015757,0.000151054549574215,1,0
290,9.137596357324185e-05,5.082850462539392e-05,5.664545609033062e-05,0,1
291,0.0001305397750489877,0.0002033140185015757,0.0002737863711032647,1,0
292,0.00013038110722702722,0.00016942834875131307,0.0001793772776193803,1,0
