,leage,game,view,length,real_time,duration,chat
10747,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:17,5056.090999999999,YE M8?
10748,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:18,5056.544,Kreygasm
10749,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:18,5056.6179999999995,Kreygasm
10750,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:18,5056.655,BigBrother
10751,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:18,5056.684,YULI AYAYA
10752,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:18,5056.752,ALREADY LOST LULW
10753,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:18,5057.065,OMEGALUL - 3
10754,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:18,5057.121,OpieOP EU is so ba... OpieOP I need to take a breath OpieOP EU is s... OpieOP I need to take another one OpieOP fuc just give me another burger OpieOP OpieOP EU is so ba... OpieOP I need to take a breath OpieOP EU is s... OpieOP I need to take another one OpieOP fuc just give me another burger OpieOP
10755,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:18,5057.249,shoe maker
10756,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:20,5058.380999999999,SHOEMAKER LUL
10757,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:20,5059.04,Kreygasm
10758,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:21,5059.366,surskityAyaya surskityAyaya surskityAyaya surskityAyaya surskityAyaya
10759,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:21,5059.405,Kreygasm Kreygasm
10760,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:21,5059.722,YULI AYAYA
10761,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:21,5059.941,Mate
10762,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:21,5059.962,Yeh man
10763,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 19:12:21,5060.028,"She,"
