,leage,game,view,length,real_time,duration,chat
106779,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:51,22577.703999999998,3 CLOUD PogChamp
106780,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:51,22577.744,MODS
106781,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:51,22577.932,MURAMANA MANAMUNE
106782,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:51,22578.137000000002,WOW THEY FAST NOW
106783,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:51,22578.217,3 wind and 1 ocean dragon LULW
106784,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:52,22578.386000000002,VAPE DRAKE
106785,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:52,22578.566000000003,NA STRUGGLING VS TURKEY OMEGALUL NA STRUGGLING VS TURKEY OMEGALUL NA STRUGGLING VS TURKEY OMEGALUL NA STRUGGLING VS TURKEY OMEGALUL
106786,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:52,22579.017000000003,FAST
106787,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:52,22579.027000000002,NA NO FINALS LULW
106788,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:52,22579.152000000002,triple cloud monkaW THE FAST
106789,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:53,22579.353,qtpUSA qtpUSA qtpUSA qtpUSA qtpUSA
106790,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:53,22579.648999999998,TURKEY OMEGALUL
106791,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:53,22579.692000000003,3 CLOUDS FAST AF BOI
106792,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:53,22580.115,TRIPLE CLOUD DRAKE HYPERS
106793,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:54,22580.305,PM me im cool but depressed RN BibleThump
106794,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:54,22580.808999999997,i love you chat :)
106795,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:54,22580.912,TRIPLE CLOWN DRAKE PogChamp
106796,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:54,22580.987999999998,EU SO MALD LULW
106797,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:54,22581.005,PogChamp Hey Chat! PogChamp I noticed most teams PogChamp have skins for their region PogChamp SKT for Korea PogChamp TPA for LMS PogChamp FNC for Europe PogChamp IG for LPL LUL Where can I find LUL the NA skins LUL .
106798,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:55,22582.127999999997,"3 Cloud Drakes, GOTTA GO FAST Pepega"
106799,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:56,22582.385,VAPE DRAKE
106800,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:57,22583.613999999998,3 CLOUDS Pog
106801,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:57,22583.772999999997,xqcFast
106802,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:57,22583.797000000002,SUPER FAST
106803,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:57,22584.039,wait Pilot like JAG pilot? PogChamp
106804,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:58,22584.37,3 CLOUDS ZOOOOM
106805,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:58,22584.551,THAT'S ONE FAST NEEKO
106806,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:58,22584.703999999998,xqcFast
106807,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:58,22584.777000000002,monkaW SANIC
106808,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:58,22584.79,i am speed
106809,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:58,22585.028,IMAGINE HAVING TO PAY FOR A HOSPITAL BED LULW
106810,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:58,22585.164,@PapaSmithy i luv u pappi
106811,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:02:58,22585.244,ARABS GO HOME HAHA LULW
106812,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:00,22586.336,Triple Cloud Pog
106813,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:00,22586.377,GOTTA GO FAST
106814,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:00,22586.42,3 cloud pyke Pog
106815,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:00,22586.577999999998,Pepelaugh
106816,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:00,22587.228,3 CLOWN DRAKE KEKW
106817,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:01,22587.328999999998,DEJA VU
106818,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:01,22588.187,Pepehands Please dont throw
106819,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:02,22588.32,"LULW KEKW ""LULW"" KEKW ""LULW"" KEKW ""LULW"" KEKW ""LULW"" KEKW ""LULW"" KEKW"
106820,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:02,22588.394,KEKW
106821,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:02,22588.423,O
106822,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:02,22588.789,Pyke 0/1/5 LUL Pyke 0/1/5 LUL Pyke 0/1/5 LUL Pyke 0/1/5 LUL Pyke 0/1/5 LUL Pyke 0/1/5 LUL Pyke 0/1/5 LUL Pyke 0/1/5 LUL
106823,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:02,22589.057,NA BEST AT WAR LULW LAST WAR THEY WON IS IN 1898 LULW
106824,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:03,22590.103,na thinks eu is turkey LULW
106825,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:03,22590.121,3 cloud w maks pyke :(
106826,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:03,22590.178,FAST AF monkaW
106827,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:04,22590.416,@kaneboy2011 :(
106828,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:04,22590.542999999998,NA Drake LUL
106829,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:04,22590.842999999997,IMAGINE LIVING IN NA LUL IMAGINE LIVING IN NA LUL IMAGINE LIVING IN NA LUL 7
106830,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:04,22590.982000000004,?
106831,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:04,22591.181,O O O
106832,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:05,22591.306,dragon mobis PogU
106833,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:05,22592.147999999997,PRODUCTION VALUE Pog
106834,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:06,22592.32,EU LOST TO JAPAN EleGiggle
106835,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:06,22592.396,:t
106836,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:06,22592.611,O O
106837,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:06,22592.642000000003,CIRCLES PogU
106838,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:06,22592.682999999997,EU SO QUIET LUL BYE HeyGuys HeyGuys HeyGuys
106839,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:06,22592.825,O
106840,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:06,22592.873,O
106841,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:06,22593.27,vulcan be zommin
106842,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:07,22593.38,MUWUMANA
106843,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:07,22593.389,EU NEEDS 44 COUNTRIES TO COMPETE 4Head EU NEEDS 44 COUNTRIES TO COMPETE 4Head EU NEEDS 44 COUNTRIES TO COMPETE 4Head EU NEEDS 44 COUNTRIES TO COMPETE 4Head
106844,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:07,22593.41,O
106845,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:07,22593.479,Kaisa finishes Muramana faster than an Ezreal LUL
106846,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:07,22593.547000000002,⭕ ⭕ ⭕
106847,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:07,22593.551,O O O
106848,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:07,22593.897999999997,NA STRUGGLING IN PLAY INS LULW
106849,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:07,22593.922000000002,OOO
106850,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:07,22594.193,demonz1 demonz2
106851,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:07,22594.193,XD
106852,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:08,22594.311,monkaW
106853,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:08,22594.427000000003,O
106854,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:08,22594.55,O
106855,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:08,22594.656000000003,O O O
106856,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:08,22594.986,jg lul
106857,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:08,22595.107999999997,O
106858,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:08,22595.271,OOO
106859,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22595.316000000003,PROD
106860,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22595.35,O
106861,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22595.428,NA circle LUL LUL
106862,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22595.477000000003,OOO
106863,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22595.577999999998,gumiFine gumiFine
106864,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22595.783,O
106865,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22595.817000000003,@phreak
106866,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22595.882,TRIPLE CLOUD POWER SPIKE WILL KICK IN SOON Pepega
106867,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22595.91,O
106868,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22596.065,O LULW
106869,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22596.141,O
106870,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22596.21,O
106871,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:09,22596.271,EU MALDING LUL
106872,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:10,22596.429,SPEEDY SPEED BOY
106873,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:10,22596.445,fastlane
106874,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:10,22596.717999999997,WHAT ARE THEY CIRCLING???
106875,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:10,22596.736,O WeirdChamp
106876,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:10,22596.98,lmao
106877,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:10,22597.078999999998,OOO
106878,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:10,22597.263,????????????????
106879,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22597.355,NA TRASH
106880,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22597.412999999997,LULW
106881,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22597.676,O O O
106882,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22597.691000000003,???
106883,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22597.767000000003,ooo
106884,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22597.804,TTours
106885,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22597.827999999998,OMEGALUL
106886,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22597.953999999998,BYE EU LUL
106887,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22598.046000000002,IMAGINE HAVING TO PAY FOR A HOSPITAL BED LULW IMAGINE HAVING TO PAY FOR A HOSPITAL BED LULW
106888,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22598.19,????????
106889,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22598.21,O
106890,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22598.211,huni 2k19
106891,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:11,22598.257999999998,Suscribete a UNIBYRUS TV
106892,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:12,22598.305,@papasmithy good day sir
106893,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:12,22598.305,O O O
106894,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:12,22598.366,lol
106895,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:12,22598.542,O O O
106896,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:12,22598.667999999998,?????????
106897,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:12,22598.83,⭕
106898,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:12,22598.831000000002,O
106899,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:12,22598.892999999996,O o O
106900,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:12,22598.978,EU <3 NA
106901,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:12,22599.144,O O O
106902,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:13,22599.371,LULW
106903,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:13,22599.451,O
106904,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:13,22599.584,O O O
106905,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:13,22599.714,3 CLOUD DRAKE LULW
106906,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:13,22599.775,NA THINKS TURKEY IS IN EU OMEGALUL NA EDUCATION OMEGALUL NA THINKS TURKEY IS IN EU OMEGALUL NA EDUCATION OMEGALUL NA THINKS TURKEY IS IN EU OMEGALUL NA EDUCATION OMEGALUL
106907,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:13,22599.887000000002,OOO
106908,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:13,22600.293999999998,kaisa stacked tear first OMEGALUL
106909,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22600.564,?
106910,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22600.714,⭕
106911,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22600.845,p
106912,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22600.921000000002,TTours
106913,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22600.946,O
106914,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22600.949,o
106915,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22600.993,NA CIRCLE LULW
106916,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22601.095,@Fustilio ye
106917,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22601.126,TTours TTours
106918,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22601.144,TTours
106919,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22601.195,lol what_
106920,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:14,22601.245,OOOO
106921,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22601.382,OOO
106922,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22601.392999999996,L
106923,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22601.474,?????????????
106924,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22601.513,KEKW KEWK KEWK
106925,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22601.58,?
106926,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22601.612999999998,O
106927,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22601.812,O
106928,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22601.869,O O O O
106929,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22601.917999999998,have fun getting shot at school na kids LUL
106930,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22601.987999999998,O
106931,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22602.054,O O O
106932,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22602.109,OOO
106933,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:15,22602.222999999998,O
106934,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.336,O O O
106935,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.397,O
106936,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.409,ooo
106937,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.431,LULW WHERE ARE NA WORLDS SKINS? LULW WHERE ARE NA WORLDS SKINS? LULW WHERE ARE NA WORLDS SKINS? LULW WHERE ARE NA WORLDS SKINS? LULW
106938,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.465,TTours TTours TTours TTours TTours TTours
106939,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.569,O
106940,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.596,circlebof life ooo
106941,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.603,0
106942,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.62,ANELE
106943,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.683999999997,O
106944,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.726000000002,O
106945,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22602.749,O O O
106946,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22603.154,TTours
106947,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22603.164,@Cruxxor enjoy ban LUL
106948,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22603.203999999998,O
106949,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:16,22603.206000000002,CoolStoryBob
106950,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:18,22604.338,WeirdChamp WTF
106951,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:18,22604.359,OOOOOO
106952,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:18,22604.372000000003,OOO
106953,LK vs. DWG | Play-In Knockouts Day 1 | 2019 World Championship,League of Legends,50492,27915,2019-10-08 01:03:18,22604.414,O
