,leage,game,view,length,real_time,duration,chat
103953,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:56,16283.085,oh LuL
103954,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:56,16283.085,LETS GO LIQUID
103955,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:56,16283.15,MSI LULW
103956,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:56,16283.165,Pepega
103957,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:56,16283.194,TriHard
103958,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:57,16283.582,IG
103959,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:57,16283.766000000001,GO IG <3 FROM EU <3 GO IG <3 FROM EU <3 GO IG <3 FROM EU <3 GO IG <3 FROM EU <3 GO IG <3 FROM EU <3 GO IG <3 FROM EU <3 GO IG <3 FROM EU
103960,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:57,16283.788999999999,IG POG
103961,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:57,16283.861,IG PepeLaugh IG PepeLaugh IG PepeLaugh IG PepeLaugh IG PepeLaugh IG PepeLaugh IG PepeLaugh IG PepeLaugh
103962,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:57,16283.88,YENSEN LUL
103963,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:57,16284.063,qewqewqewqewqqewqewqweqwew
103964,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:57,16284.081,FNC!
103965,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:57,16284.125,liftTL
103966,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.303,IG PogU
103967,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.427,.... LULW
103968,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.556,EU AND NA ULETS GO TL <3 FROM EU <3 LETS GO TL <3 FROM EU <3 LETS GO TL <3 FROM EU <3 LETS GO TL <3 FROM EU <3 LETS GO TL <3 FROM EU <3NITE AND CHEER FOR THE WEST
103969,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.628999999999,ratirlMangoG IT ratirlMangoS TAKES ratirlMangoG MORE ratirlMangoS THAN ratirlMangoG ONE ratirlMangoS MANGO ratirlMangoG TO ratirlMangoS TANGO ratirlMangoG
103970,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.645,danHeh fook it dood
103971,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.738000000001,oh LULW
103972,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.755,insanity
103973,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.773000000001,LETS GO TL <3 FROM EU <3 LETS GO TL <3 FROM EU <3 LETS GO TL <3 FROM EU <3 LETS GO TL <3 FROM EU
103974,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.833,@ABoringBadger FREE HONG KONG
103975,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.858,WutFace
103976,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.86,xqcP xqcP xqcP xqcP xqcP xqcP xqcP xqcP xqcP xqcP xqcP xqcP xqcP xqcP xqcP
103977,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16284.962,LETS GO TL
103978,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16285.076000000001,MSI LULW
103979,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:58,16285.124,GO IG <3 FROM EU <3 GO IG <3 FROM EU <3 GO IG <3 FROM EU <3 GO IG <3 FROM EU <3 GO IG <3 FROM EU <3 GO IG <3 FROM EU <3 GO IG <3 FROM EU <3
103980,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:59,16285.376,????????????
103981,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:59,16285.383,msi?
103982,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:59,16285.401000000002,INSANITY
103983,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:59,16285.44,lets go dl!
103984,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:59,16285.556999999999,Doublelift LUL
103985,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:59,16285.596000000001,FNATIC Pog
103986,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 23:22:59,16285.676000000001,just play mid 4Head
