,leage,game,view,length,real_time,duration,chat
34164,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:05,9373.101999999999,AYAYA
34165,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:06,9373.701,RNG RN monkaW
34166,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:06,9374.018,YULI AYAYA
34167,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:06,9374.038,@GuyIRL_0 bottom tear ex-LEC team just beat NA 3rd seed LMAO Pepega
34168,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:06,9374.101,cirOwO
34169,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:06,9374.103000000001,AYAYA DFM Clap
34170,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:06,9374.274,AYAYA
34171,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:07,9375.034,POSTURE LUL
34172,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:08,9375.313,ratirlMangoS ratirlMangoS ratirlMangoS
34173,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:08,9375.376,EU EU EU EU EU
34174,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:08,9375.419,YUTA FINAL FORM POSTURE
34175,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:08,9375.527,25minute game LUL next please NA Malding
34176,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:08,9375.9,Rip Detonation
34177,Play-In Groups Day 3 | 2019 World Championship,League of Legends,68772,34956,2019-10-04 20:24:08,9376.015,NA OMEGALUL
