,leage,game,view,length,real_time,duration,chat
34945,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:26,8453.030999999999,Free Hong Kong PepeLaugh The Tiananmen Square protests of 1989 PepeLaugh Human Rights PepeLaugh Democratization PepeLaugh Taiwan PepeLaugh Free Tibet PepeLaugh Dalai Lama PepeLaugh The Xinjiang Uyghur Autonomous Region PepeLaugh Winnie the Pooh
34946,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:26,8453.19,FAKER PogChamp
34947,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:27,8453.738000000001,SMOrc ============= PowerUpR
34948,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:27,8453.764000000001,4Head WELCOME RIOTERS 4Head LETS THINK OF A NEW CHAMPION 4Head SHE SHOULD ONE SHOT YOU FROM A SCREEN AND A HALF AWAY 4Head GETS FREE SUMMONERS 4Head AND CROWD CONTROL 4Head SOUNDS GOOD 4Head
34949,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:27,8453.979,XI Jinping LULW
34950,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:27,8453.981,KHANT PogU
34951,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:27,8453.982,-.-
34952,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:27,8454.030999999999,AYAYA VS AYAYA
34953,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:27,8454.104,TTours
34954,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:28,8454.421999999999,ZOE IS CUTE AYAYA
34955,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:28,8454.588,Pog
34956,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:28,8454.619,FREE HONGKONG BloodTrail FREE HONGKONG BloodTrail FREE HONGKONG BloodTrail FREE HONGKONG BloodTrail FREE HONGKONG BloodTrail
34957,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:28,8454.64,UZI
34958,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:28,8454.795,Bronze chat talking NotLikeThis Bronze chat talking NotLikeThis Bronze chat talking NotLikeThis Bronze chat talking NotLikeThis
34959,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:28,8454.833,twisted faker
34960,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 21:12:28,8454.974,Z LUL E\
