,leage,game,view,length,real_time,duration,chat
59009,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:19,9197.049,Pepega 📣 FORSAAAN Pepega 📣 FORSAAAN Pepega 📣 FORSAAAN Pepega 📣 FORSAAAN
59010,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:19,9197.123,WHERES VEDIUS
59011,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:20,9197.315,JP meta
59012,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:20,9197.348,AYAYA AYAYA AYAYA GAMBATE DFM AYAYA AYAYA AYAYA
59013,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:20,9197.612,forsenW RELAX BAJS forsenW RELAX BAJS
59014,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:20,9197.824,AYAYA Clap
59015,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:20,9197.872,NaM
59016,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:20,9197.948,NOCTURNE MID LUL
59017,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:20,9197.96,pog
59018,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:20,9198.12,🗾 AYAYA 🗾
59019,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:21,9198.325,@VEDIUS
59020,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:21,9198.35,IM A VEDIUS FAN AYAYA
59021,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:21,9198.351999999999,WORLDS 2019 > ALL WORLDS PogChamp /
59022,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:21,9198.363000000001,HolidayCookie HolidayCookie
59023,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:21,9198.468,vayaa chicos 7w7
59024,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:21,9198.488000000001,Pog Pog Pog Pog Pog Pog Pog Pog Pog
59025,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:21,9198.601,cringe
59026,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:21,9198.651,Pog
59027,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:21,9198.666,PagChomp NOC MID
59028,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:21,9198.679,NOC MID Pog
59029,Worlds 2019 Play-In Groups Day 1,League of Legends,77821,27844,2019-10-02 21:21:21,9198.687,humanoid !!!
