,leage,game,view,length,real_time,duration,chat
99005,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:47,15883.048999999999,"Hey mods, did you really think that slow mode will affect on me. I will let you know that I have multiple accounts in this chat right now. If you don’t believe me, I will copy and paste this on my other accounts right now.."
99006,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:47,15883.146999999999,5Head 🤝 5Head
99007,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:48,15883.663999999999,Faker on Ryze PogChamp
99008,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:48,15884.123,ANY RYZE monkaW
99009,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:49,15884.437,"Hey mods, did you really think that slow mode will affect on me. I will let you know that I have multiple accounts in this chat right now. If you don't believe me, I will copy and paste this on my other accounts right now..."
99010,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:49,15884.527,the world??????/
99011,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:49,15884.62,FAKER
99012,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:49,15884.873,DIE monkaW
99013,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:49,15884.874,squishy champions
99014,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:49,15884.91,Faker is gonna pop of now
99015,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:49,15884.942,PowerUpL TriHard PowerUpR
99016,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:49,15885.097,3-1 HeyGuys
99017,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:49,15885.108999999999,2-2
99018,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:49,15885.111,3-2
99019,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:49,15885.25,shoocked Kappa
99020,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:50,15885.315,PVMAN = GG LULW
99021,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:50,15885.319,Faker's RYZE!!!
99022,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:50,15885.353000000001,BlessRNG 2-2
99023,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:50,15885.548,WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO
99024,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:50,15885.589,3-1 time
99025,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:50,15885.726,EU? EleGiggle EU? EleGiggle EU? EleGiggle EU? EleGiggle EU? EleGiggle
99026,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:50,15885.941,3-1
99027,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:50,15885.943000000001,D:
99028,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:50,15886.045,mata????
99029,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:50,15886.091999999999,6-9 EZ
99030,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:50,15886.111,pvman = gg KEKW
99031,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:51,15886.336000000001,WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO
99032,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:51,15886.339,ginger playing thresh LOL
99033,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:51,15886.425,3-1
99034,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:51,15886.621000000001,COPY SMOrc THIS SMOrc TO SMOrc REPLACE SMOrc NA SMOrc WITH SMOrc AFRICAA SMOrc
99035,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:51,15886.65,DIE D:
99036,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:51,15886.658000000001,LETS GO SPLYCE
99037,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:51,15886.707,3-2 SPLYCE
99038,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:51,15886.76,EU PogU
99039,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:51,15886.788999999999,LUL Skt LUL
99040,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:51,15886.829,faker ryze 3-1 gg
99041,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:52,15887.518999999998,Hong Kong
99042,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:52,15887.563999999998,DIE monkaW
99043,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:52,15887.712,faker use ski
99044,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:52,15887.798999999999,3-1
99045,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:52,15887.822,WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO
99046,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:52,15887.865,FAKER RYZE GG monkaW
99047,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:53,15888.567,PogU LETS GO
99048,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:53,15888.585,-31
99049,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:53,15888.825,2-2
99050,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:53,15889.11,:)
99051,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:53,15889.255,WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO PepeLaugh WHEN DOES NA PLAY PepeLaugh OH NO NO NO ..
99052,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:54,15889.411,NA LULW
99053,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:54,15889.511999999999,3-1
99054,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:54,15889.544,2-3 for splyce inc
99055,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:54,15889.912,shocked? LUL
99056,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:54,15890.07,SPLYCE 3-2 SKT PogU SPLYCE 3-2 SKT PogU SPLYCE 3-2 SKT PogU
99057,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:54,15890.09,3-1 LULW
99058,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:54,15890.143999999998,GO SPLYCE
99059,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:54,15890.204,HeyGuys HeyGuys
99060,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:54,15890.222,Clap
99061,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:54,15890.237,KomodoHype KomodoHype KomodoHype KomodoHype KomodoHype
99062,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:54,15890.258999999998,THE BOYSSSSSSSSSSSSS
99063,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:55,15890.341,ITS OKAY WE GOT G2
99064,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:55,15890.408000000001,if i die if i die drink myskin and eat my blood
99065,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:55,15890.427,mata lost PepeLaugh
99066,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:55,15890.706,5-1
99067,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:55,15890.737,pepeD
99068,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:55,15890.861,SKT DESERVE TO LOSE FOR DISRESPECT ON WORLD STAGE
99069,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:55,15890.998,***
99070,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:55,15891.247,ITS HAPPENING
99071,Worlds 2019 Quarterfinals Day 2,League of Legends,112409,33886,2019-10-27 22:47:56,15891.371000000001,TTours Pog
