,leage,game,view,length,real_time,duration,chat
153210,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:12,23259.035,ph1lBIGPOG
153211,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:12,23259.066000000003,WUNDER Pog
153212,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:12,23259.103,Pog
153213,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:12,23259.259,CAPS 200 IQ
153214,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:12,23259.265,JD
153215,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:12,23259.276,EZ Clap
153216,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:13,23259.302000000003,TARZAN LULW
153217,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:13,23259.389,KR smite LUL
153218,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:13,23259.442000000003,G2 OUTPLAYING SO HARD
153219,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:13,23259.529,TARZAN BULLIED LULW
153220,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:13,23259.826,G2 Pog
153221,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:13,23260.063,TriHard WUNDER
153222,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:13,23260.248,I LOVE THIS EARLY GAME
153223,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:13,23260.265,G2 Pog
153224,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:14,23260.432,TARZAN GETTING BULLIED LULW
153225,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:14,23260.658,G2 DRAFT OMEGALUL BYE EU
153226,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:14,23260.85,KEKWKEKWKEKW
153227,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:14,23260.95,7 TO 12 LUL
153228,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:14,23261.069,golem stolen?
153229,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:14,23261.144,BrainSlug COPY BrainSlug THIS BrainSlug GOO BrainSlug TO BrainSlug HELP BrainSlug G2 BrainSlug COPY BrainSlug THIS BrainSlug GOO BrainSlug TO BrainSlug HELP BrainSlug G2
153230,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:15,23261.321,Pog Clap LETS GO G2
153231,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:15,23261.336,BrainSlug COPY BrainSlug THIS BrainSlug GOO BrainSlug TO BrainSlug HELP BrainSlug G2 BrainSlug COPY BrainSlug THIS BrainSlug GOO BrainSlug TO BrainSlug HELP BrainSlug G2 BrainSlug
153232,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:15,23261.488999999998,NA SMITE PogU NA SMITE PogU NA SMITE PogU NA SMITE PogU
153233,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:15,23261.519,JANKOS jankosKrul jankosKrul jankosKrul
153234,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:15,23261.572999999997,cmonBruh cmonBruh cmonBruh
153235,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:15,23261.581000000002,Pog
153236,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:15,23261.867000000002,TARZAN OMEGALUL
153237,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:15,23261.927000000003,LUL
153238,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:15,23262.132999999998,PogChamp RNN
153239,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:15,23262.177000000003,We getting claps poggers
153240,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:16,23262.365,HIGH TEMPO GAMEPLAY monkaW
153241,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 01:19:16,23262.414,Pog G2 Pog G2 Pog G2 Pog G2 Pog G2 Pog G2 Pog G2 Pog G2 Pog G2 Pog G2 Pog G2 Pog G2 Pog
