,leage,game,view,length,real_time,duration,chat
45645,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:58,9966.323,Kappa
45646,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:58,9966.431,ASTAROTH MVP
45647,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:58,9966.577,@growl iwdCamp
45648,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:58,9966.614,GGEZWP
45649,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:58,9966.67,TL COMP ResidentSleeper ResidentSleeper TL COMP ResidentSleeper ResidentSleeper TL COMP ResidentSleeper ResidentSleeper TL COMP ResidentSleeper ResidentSleeper TL COMP ResidentSleeper ResidentSleeper
45650,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:58,9966.884,Lets go NA <3 from EU <3 Lets go NA <3 from EU <3 Lets go NA <3 from EU <3 Lets go NA <3 from EU <3
45651,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:58,9966.921999999999,used yellow tricket then recalled to red Pog
45652,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:58,9967.034,5Head //
45653,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9967.35,INTELIGENTE IN THE WORLD KEKW LUL
45654,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9967.45,this tsm team 2 Kappa
45655,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9967.529,SMOrc Kappa Kappa Kappa Kappa
45656,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9967.538,WHAT DID I HEAR
45657,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9967.737,who.
45658,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9967.759,@Growl Pog
45659,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9967.795,?????????
45660,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9967.806,TSMM LMAOO
45661,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9967.973,TSM CHANTS WITHOUT TSM SO INTENSE Pog
45662,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9968.271,TSM MALDING FROM HOME LIKE ALWYAS LULEW
45663,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9968.274,AHAHAHA XMITHIE INTELLIGENT
45664,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:16:59,9968.283000000001,HAAHAHAHA SO FUNNY
45665,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9968.3,INTELLIGENT Pepega
45666,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9968.354,Kappa
45667,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9968.46,3Head
45668,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9968.501,???????????????
45669,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9968.603000000001,jgl afk
45670,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9968.615,GET HYPE SMOrc GET HYPE SMOrc GET HYPE SMOrc GET HYPE SMOrc GET HYPE SMOrc
45671,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9968.632,EU CROWD LUL EU CROWD LUL EU CROWD LUL
45672,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9968.742,XMITHIE INTELLIGENT???????? LOL
45673,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9968.821,TSM XD EZ TSM XD EZ TSM XD EZ TSM XD EZ TSM XD EZ TSM XD EZ TSM XD EZ TSM XD EZ TSM XD EZ TSM XD EZ TSM XD EZ TSM XD EZ
45674,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9968.884,TSM
45675,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9969.110999999999,pvman
45676,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:00,9969.142,WutFace
45677,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:01,9969.381,9.19 syras jg WutFace
45678,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:01,9969.427,PagChomp
45679,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:01,9969.716,GOOD ONE KEKW
45680,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:01,9969.886,XMITHIE 5Heasd
45681,Worlds 2019 Groups Day 3,League of Legends,94585,27858,2019-10-14 23:17:01,9969.931,KEK
