,leage,game,view,length,real_time,duration,chat
130431,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:01,19888.157,@Moobot Thank You alyskaFam
130432,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:01,19888.209,FREE HONG KONG VoHiYo FREE HONG KONG VoHiYo FREE HONG KONG VoHiYo FREE HONG KONG VoHiYo FREE HONG KONG VoHiYo FREE HONG KONG VoHiYo
130433,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:02,19888.795,ResidentSleeper
130434,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:02,19888.828999999998,klepto
130435,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:03,19889.453,TL LOST LULW NOW THEY LOSE GROUPS LULW
130436,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:03,19889.488,damwon winning
130437,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:03,19890.058999999997,WutFace
130438,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:03,19890.088,EU NO TEETH LUL
130439,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:03,19890.208,MOSHI MOSHI 📞 AYAYA RUNNING LOW ON CUTIES 📞 AYAYA NEED BACKUP 📞 AYAYA ARIGATO 📞
130440,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:03,19890.225,pvman == gg
130441,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:04,19890.601000000002,these graphics are sick this year
130442,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:04,19890.665,KLEPTO CAMILLE POGGGGGGGGGGGGGGGGGGGGGGG
130443,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:04,19891.04,WutFace
130444,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:05,19891.343999999997,Squid1 Squid2 Squid3 Squid2 Squid3 Squid2 Squid4
130445,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:05,19891.516,ResidentSleeper FailFish PogChamp SMOrc LUL TriHard WutFace
130446,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-14 00:23:05,19891.663,Pepega
