,leage,game,view,length,real_time,duration,chat
163659,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.526,COPY MorphinTime THIS MorphinTime STATIC MorphinTime TO MorphinTime HELP MorphinTime FNATIC MorphinTime .
163660,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.623,CHAT I'M SCARED monkaS
163661,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.686,"I came a bit late, did the game end ?"
163662,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.686,F
163663,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.705,COPY MingLee THIS MingLee MINGLEE MingLee TO MingLee HELP MingLee RNG MingLee
163664,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.748,MorphinTime COPY MorphinTime THIS MorphinTime STATIC MorphinTime TO MorphinTime HELP MorphinTime FNATIC MorphinTime
163665,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.755,monkaS
163666,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.776,LULW CASTERS
163667,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.784,PowerUpL PogChamp PowerUpR
163668,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.792999999998,cmonBruh
163669,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.796000000002,???
163670,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.813,EU Pog
163671,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.822,DAN LUL
163672,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.83,monkaW
163673,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24451.849,1 RNG Fam LULW
163674,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.011000000002,TTours TTours TTours
163675,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.017000000003,4Head
163676,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.03,monkaW
163677,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.043999999998,F
163678,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.061,f
163679,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.077999999998,LMAOOOOOO
163680,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.078999999998,4Head ????
163681,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.082000000002,4Head
163682,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.084,?
163683,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.093999999997,MorphinTime COPY MorphinTime THIS MorphinTime STATIC MorphinTime TO MorphinTime HELP MorphinTime FNATIC MorphinTime COPY MorphinTime THIS MorphinTime STATIC MorphinTime TO MorphinTime HELP MorphinTime FNATIC MorphinTime
163684,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.095,COPY MorphinTime THIS MorphinTime STATIC MorphinTime TO MorphinTime HELP MorphinTime FNATIC MorphinTime
163685,Worlds 2019 Groups Day 7,League of Legends,111307,27912,2019-10-20 02:07:48,24452.097,k k
