,leage,game,view,length,real_time,duration,chat
27121,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:39,7680.1630000000005,AAA STAFF SAVE ME FROM HUMAN RIGHTS ACTIVISTS BabyRage
27122,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:40,7680.361999999999,TakeNRG STAND WITH HONG KONG TakeNRG
27123,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:40,7681.008000000001,"fight for freedom, stand with Hong Kong, dun let China dominate US"
27124,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:40,7681.063,Guys I dont think its working
27125,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:41,7681.319,jackin ?
27126,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:41,7681.391,Pepega 👍 WE DID IT CHAT Pepega 👍 HONG KONG IS FREE Pepega 👍 WE DID IT CHAT Pepega 👍 HONG KONG IS FREE
27127,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:41,7681.555,HONG KONG BELONG TO CHINA....FIGHT FOR CHINA BibleThump BibleThump
27128,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:41,7682.047,YULI AYAYA
27129,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:42,7682.361999999999,riot censoring brain wshed CHNa
27130,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:42,7682.453,FREE HONG KONG
27131,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:42,7682.594,FREE HONG KONG SwiftRage FREE HONG KONG SwiftRage FREE HONG KONG SwiftRage FREE HONG KONG SwiftRage FREE HONG KONG SwiftRage FREE HONG KONG SwiftRage
27132,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:42,7682.812,🦀FREE HONG KONG🦀 🦀CHINA IS POWERLESS AGAINST FREEDOM🦀
27133,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:42,7682.84,Pepega LETS CHANGE THE WORLD Pepega IN TWITCH CHAT Pepega SITTING IN FRONT OF PC Pepega
27134,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:43,7683.547,"FIGHT FOR FREEDOM, STAND WITH HONG KONG ankPOPA FREE HK"
27135,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:43,7683.774,A55
27136,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:43,7683.903,FREE HONG KONG
27137,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:44,7684.482,free hong kong
27138,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:44,7685.001,Free Hong Kong!!
27139,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:44,7685.281,HONG KONG IS CHINA LUL
27140,HKA vs. ISG | Play-In Knockouts Day 2 | 2019 World Championship,League of Legends,47130,36448,2019-10-08 21:00:46,7686.33,FIGHT FOR FREEDOM
