,leage,game,view,length,real_time,duration,chat
110630,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:56,13913.198999999999,Hong Kong is a joke destroy Hong Kong plz
110631,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:56,13913.241000000002,NO KEKW PogU NO KEKW PogU NO KEKW PogU
110632,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:57,13913.346000000001,FREE HONG KONG FREE HONG KONG FREE HONG KONG FREE HONG KONG XZ
110633,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:57,13913.435,FREE HONG KONG
110634,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:57,13913.688,EU COMING THROUGH ♿ MAKE SOME ROOM ♿ GIVE ALL MY MONEY TO THE GOVERNMENT ♿ BREXIT ♿ WHATS A DENTIST ♿ STARTED BOTH WORLD WARS ♿ HAD TO GET SAVED BY AMERICA ♿ BLEW A 13 COLONY LEAD Clap
110635,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:57,13913.73,aha lol
110636,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:57,13914.097,C9 TAKE MY ENERGY
110637,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:58,13914.34,DUKE LUL
110638,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:58,13914.37,china vs hk
110639,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:58,13914.461000000001,DUKE LUL
110640,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:58,13914.801000000001,POGGERS
110641,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:58,13915.086000000001,@fnatic nice garen pick LUL
110642,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:58,13915.288999999999,JACKEYLOVE <3
110643,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:59,13915.35,GERMANY LUL
110644,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:59,13915.492,POGGERS
110645,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:59,13915.886999999999,NING LUL
110646,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:59,13916.152,Free Hong Kong PepeLaugh The Tiananmen Square protests of 1989 PepeLaugh Human Rights PepeLaugh Democratization PepeLaugh Taiwan PepeLaugh Free Tibet PepeLaugh Dalai Lama PepeLaugh The Xinjiang Uyghur Autonomous Region PepeLaugh Winnie the Pooh
110647,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:34:59,13916.268,ANY PUMPERS xqcP ANY PUMPERS xqcP ANY PUMPERS xqcP ANY PUMPERS xqcP ANY PUMPERS xqcP ANY PUMPERS xqcP
110648,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:00,13916.608999999999,FREE HONG KONG BloodTrail FREE HONG KONG BloodTrail FREE HONG KONG BloodTrail FREE HONG KONG BloodTrail FREE HONG KONG BloodTrail FREE HONG KONG
110649,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:00,13916.847,THESHY Pog
110650,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:00,13916.916000000001,Free Hong Kong PepeLaugh The Tiananmen Square protests of 1989 PepeLaugh Human Rights PepeLaugh Democratization PepeLaugh Taiwan PepeLaugh Free Tibet PepeLaugh Dalai Lama PepeLaugh The Xinjiang Uyghur Autonomous Region PepeLaugh Winnie the Pooh
110651,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:00,13917.169,Pog
110652,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:01,13917.416000000001,FIGHT FOR FREEDOM STAND WITH HONG KONG
110653,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:01,13917.532,DUKE LUL
110654,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:01,13917.552,NING OMEGALUL
110655,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:01,13917.761999999999,FREE HONG KONG
110656,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:01,13918.155,TTours PogU
110657,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:01,13918.176000000001,make Taiwan great again
110658,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:01,13918.198999999999,FRRE HK
110659,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:02,13918.33,VoteYea Free Hong Kong VoteYea VoteYea Free Hong Kong VoteYea VoteYea Free Hong Kong VoteYea VoteYea Free Hong Kong VoteYea
110660,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:02,13918.54,xqcP OUR TIME xqcP OUR TIME xqcP OUR TIME xqcP OUR TIME xqcP OUR TIME xqcP OUR TIME
110661,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:02,13918.591999999999,DUKE LULW
110662,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:02,13918.947,the revolution has begun!
110663,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:02,13918.96,forsen1 forsen2
110664,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:02,13919.101,biji kurdistan
110665,Groups Day 1 | 2019 World Championship,League of Legends,135975,29238,2019-10-12 23:35:02,13919.198999999999,BAN ratirlMangoS ONE ratirlMangoS MANGO ratirlMangoS AND ratirlMangoS YOU ratirlMangoS GET ratirlMangoS THE ratirlMangoS WHOLE ratirlMangoS PLANTATION
